Datetime,COMED_MW,FE_MW,DEOK_MW,PJMW_MW
2013-01-20,11012.625,7181.916666666667,2836.25,5309.541666666667
2013-01-21,12920.458333333334,8653.291666666666,3488.5833333333335,6592.791666666667
2013-01-22,13570.0,9410.0,3890.5833333333335,7592.666666666667
2013-01-23,13379.083333333334,9407.666666666666,3853.0833333333335,7729.458333333333
2013-01-24,13271.333333333334,9125.125,3737.4583333333335,7497.75
2013-01-25,12773.375,9138.208333333334,3693.0,7621.458333333333
2013-01-26,11508.333333333334,8109.791666666667,3316.7083333333335,6669.958333333333
2013-01-27,11068.291666666666,7775.125,3252.5416666666665,6228.666666666667
2013-01-28,11437.041666666666,8319.916666666666,3142.75,6424.875
2013-01-29,11197.333333333334,7852.625,2859.875,5501.208333333333
2013-01-30,11633.583333333334,7592.125,2872.0,5319.666666666667
2013-01-31,12965.291666666666,8700.125,3458.25,6178.833333333333
2013-02-01,13418.583333333334,9107.166666666666,3810.6666666666665,7123.458333333333
2013-02-02,12063.083333333334,8358.541666666666,3476.7916666666665,7098.791666666667
2013-02-03,11492.208333333334,7817.875,3309.1666666666665,6411.333333333333
2013-02-04,12447.916666666666,8844.25,3595.875,6884.541666666667
2013-02-05,12588.5,8706.625,3345.9583333333335,6597.625
2013-02-06,12090.25,8567.958333333334,3304.75,6481.125
2013-02-07,12121.125,8458.0,3119.0,6648.25
2013-02-08,12189.208333333334,8504.833333333334,3135.2083333333335,6428.083333333333
2013-02-09,11031.041666666666,7772.458333333333,3043.6666666666665,6232.625
2013-02-10,10474.208333333334,7332.416666666667,2910.875,6023.166666666667
2013-02-11,11897.708333333334,8005.75,2947.9583333333335,5763.75
2013-02-12,12154.916666666666,8424.0,3058.5,5780.125
2013-02-13,11762.541666666666,8460.5,3278.25,6284.375
2013-02-14,11699.833333333334,8418.25,3191.7083333333335,6093.25
2013-02-15,11707.583333333334,8224.25,3148.5833333333335,5999.375
2013-02-16,11443.666666666666,7692.291666666667,3224.5,5981.958333333333
2013-02-17,10964.875,7686.041666666667,3179.125,6497.458333333333
2013-02-18,11617.125,8529.666666666666,3209.7083333333335,6775.833333333333
2013-02-19,12750.291666666666,8644.875,3312.4583333333335,6312.833333333333
2013-02-20,12630.263157894737,8960.263157894737,3468.2105263157896,6783.0
